Timestamp,Area Total Pixels,Pixeles Lodo Detectado,Porcentaje Cobertura (%)
2025-12-30 14:10:26,2073600,498523.0,24.04
2025-12-30 14:10:26,2073600,502436.5,24.23
2025-12-30 14:10:26,2073600,496027.0,23.92
2025-12-30 14:10:26,2073600,509337.0,24.56
2025-12-30 14:10:26,2073600,511668.0,24.68
2025-12-30 14:10:26,2073600,514078.5,24.79
2025-12-30 14:10:26,2073600,508403.0,24.52
2025-12-30 14:10:27,2073600,507293.5,24.46
2025-12-30 14:10:27,2073600,513387.0,24.76
2025-12-30 14:10:27,2073600,510825.0,24.63
2025-12-30 14:10:27,2073600,508152.5,24.51
2025-12-30 14:10:27,2073600,510422.5,24.62
2025-12-30 14:10:27,2073600,517895.5,24.98
2025-12-30 14:10:27,2073600,535494.5,25.82
2025-12-30 14:10:27,2073600,537036.5,25.9
2025-12-30 14:10:27,2073600,559156.0,26.97
2025-12-30 14:10:27,2073600,563283.0,27.16
2025-12-30 14:10:27,2073600,585746.5,28.25
2025-12-30 14:10:28,2073600,572016.5,27.59
2025-12-30 14:10:28,2073600,576809.0,27.82
2025-12-30 14:10:28,2073600,575633.5,27.76
2025-12-30 14:10:28,2073600,574763.0,27.72
2025-12-30 14:10:28,2073600,568395.0,27.41
2025-12-30 14:10:28,2073600,576315.5,27.79
2025-12-30 14:10:28,2073600,595582.0,28.72
2025-12-30 14:10:28,2073600,589218.5,28.42
2025-12-30 14:10:28,2073600,608826.5,29.36
2025-12-30 14:10:28,2073600,631526.0,30.46
2025-12-30 14:10:29,2073600,595651.5,28.73
2025-12-30 14:10:29,2073600,626992.0,30.24
2025-12-30 14:10:29,2073600,623609.5,30.07
2025-12-30 14:10:29,2073600,629227.0,30.34
2025-12-30 14:10:29,2073600,618860.0,29.84
2025-12-30 14:10:29,2073600,644158.5,31.06
2025-12-30 14:10:29,2073600,663855.0,32.01
2025-12-30 14:10:29,2073600,674572.5,32.53
2025-12-30 14:10:29,2073600,670980.5,32.36
2025-12-30 14:10:29,2073600,689165.5,33.24
2025-12-30 14:10:29,2073600,664995.5,32.07
2025-12-30 14:10:30,2073600,667412.5,32.19
2025-12-30 14:10:30,2073600,635154.5,30.63
2025-12-30 14:10:30,2073600,660333.0,31.84
2025-12-30 14:10:30,2073600,655178.0,31.6
2025-12-30 14:10:30,2073600,694220.5,33.48
2025-12-30 14:10:30,2073600,667401.0,32.19
2025-12-30 14:10:30,2073600,661409.5,31.9
2025-12-30 14:10:30,2073600,668547.5,32.24
2025-12-30 14:10:30,2073600,651261.0,31.41
2025-12-30 14:10:30,2073600,641384.5,30.93
2025-12-30 14:10:30,2073600,616191.0,29.72
2025-12-30 14:10:31,2073600,635238.5,30.63
2025-12-30 14:10:31,2073600,637147.0,30.73
2025-12-30 14:10:31,2073600,639912.0,30.86
2025-12-30 14:10:31,2073600,634853.0,30.62
2025-12-30 14:10:31,2073600,615629.0,29.69
2025-12-30 14:10:31,2073600,624229.5,30.1
2025-12-30 14:10:31,2073600,618203.5,29.81
2025-12-30 14:10:31,2073600,619030.5,29.85
2025-12-30 14:10:31,2073600,597926.5,28.84
2025-12-30 14:10:31,2073600,559455.0,26.98
2025-12-30 14:10:31,2073600,585947.0,28.26
2025-12-30 14:10:32,2073600,599271.0,28.9
2025-12-30 14:10:32,2073600,586631.5,28.29
2025-12-30 14:10:32,2073600,568551.0,27.42
2025-12-30 14:10:32,2073600,563887.5,27.19
2025-12-30 14:10:32,2073600,538497.5,25.97
2025-12-30 14:10:32,2073600,531401.0,25.63
2025-12-30 14:10:32,2073600,511566.5,24.67
2025-12-30 14:10:32,2073600,507533.0,24.48
2025-12-30 14:10:32,2073600,498795.5,24.05
2025-12-30 14:10:32,2073600,517204.0,24.94
2025-12-30 14:10:32,2073600,535355.5,25.82
2025-12-30 14:10:33,2073600,510122.5,24.6
2025-12-30 14:10:33,2073600,520020.0,25.08
2025-12-30 14:10:33,2073600,509263.5,24.56
2025-12-30 14:10:33,2073600,509249.0,24.56
2025-12-30 14:10:33,2073600,507031.0,24.45
2025-12-30 14:10:33,2073600,496104.5,23.92
2025-12-30 14:10:33,2073600,486831.5,23.48
2025-12-30 14:10:33,2073600,496429.0,23.94
2025-12-30 14:10:33,2073600,484056.5,23.34
2025-12-30 14:10:33,2073600,487170.0,23.49
2025-12-30 14:10:33,2073600,510160.5,24.6
2025-12-30 14:10:34,2073600,513422.5,24.76
2025-12-30 14:10:34,2073600,502612.5,24.24
2025-12-30 14:10:34,2073600,530957.0,25.61
2025-12-30 14:10:34,2073600,502089.0,24.21
2025-12-30 14:10:34,2073600,506106.0,24.41
2025-12-30 14:10:34,2073600,480212.5,23.16
2025-12-30 14:10:34,2073600,486752.5,23.47
2025-12-30 14:10:34,2073600,483720.0,23.33
2025-12-30 14:10:34,2073600,490188.0,23.64
2025-12-30 14:10:34,2073600,505295.0,24.37
2025-12-30 14:10:34,2073600,509461.0,24.57
2025-12-30 14:10:35,2073600,498965.0,24.06
2025-12-30 14:10:35,2073600,805558.5,38.85
2025-12-30 14:10:35,2073600,789938.0,38.1
2025-12-30 14:10:35,2073600,787399.5,37.97
2025-12-30 14:10:35,2073600,801210.5,38.64
2025-12-30 14:10:35,2073600,796708.0,38.42
2025-12-30 14:10:35,2073600,778557.0,37.55
2025-12-30 14:10:35,2073600,783491.5,37.78
2025-12-30 14:10:35,2073600,787328.5,37.97
2025-12-30 14:10:35,2073600,790238.0,38.11
2025-12-30 14:10:35,2073600,808995.0,39.01
2025-12-30 14:10:35,2073600,818490.0,39.47
2025-12-30 14:10:36,2073600,828437.0,39.95
2025-12-30 14:10:36,2073600,828153.5,39.94
2025-12-30 14:10:36,2073600,841602.5,40.59
2025-12-30 14:10:36,2073600,828141.5,39.94
2025-12-30 14:10:36,2073600,842861.0,40.65
2025-12-30 14:10:36,2073600,849974.0,40.99
2025-12-30 14:10:36,2073600,844222.0,40.71
2025-12-30 14:10:36,2073600,856329.0,41.3
2025-12-30 14:10:36,2073600,844175.5,40.71
2025-12-30 14:10:36,2073600,845740.0,40.79
2025-12-30 14:10:36,2073600,830574.0,40.05
2025-12-30 14:10:37,2073600,822399.5,39.66
2025-12-30 14:10:37,2073600,814589.5,39.28
2025-12-30 14:10:37,2073600,801897.0,38.67
2025-12-30 14:10:37,2073600,812025.5,39.16
2025-12-30 14:10:37,2073600,799349.0,38.55
2025-12-30 14:10:37,2073600,809471.5,39.04
2025-12-30 14:10:37,2073600,621166.5,29.96
2025-12-30 14:10:37,2073600,616033.5,29.71
2025-12-30 14:10:38,2073600,610505.5,29.44
2025-12-30 14:10:38,2073600,604570.5,29.16
2025-12-30 14:10:38,2073600,605732.5,29.21
2025-12-30 14:10:38,2073600,606503.5,29.25
2025-12-30 14:10:38,2073600,605371.0,29.19
2025-12-30 14:10:38,2073600,602612.5,29.06
2025-12-30 14:10:38,2073600,595516.0,28.72
2025-12-30 14:10:38,2073600,581412.5,28.04
2025-12-30 14:10:38,2073600,584891.0,28.21
2025-12-30 14:10:39,2073600,587594.0,28.34
2025-12-30 14:10:39,2073600,590179.5,28.46
2025-12-30 14:10:39,2073600,587619.5,28.34
2025-12-30 14:10:39,2073600,587340.5,28.32
2025-12-30 14:10:39,2073600,597746.0,28.83
2025-12-30 14:10:39,2073600,589418.0,28.42
2025-12-30 14:10:39,2073600,590915.5,28.5
2025-12-30 14:10:39,2073600,580668.0,28.0
2025-12-30 14:10:39,2073600,579871.0,27.96
2025-12-30 14:10:40,2073600,580221.0,27.98
2025-12-30 14:10:40,2073600,590856.5,28.49
2025-12-30 14:10:40,2073600,610799.5,29.46
2025-12-30 14:10:40,2073600,628389.0,30.3
2025-12-30 14:10:40,2073600,656176.5,31.64
2025-12-30 14:10:40,2073600,688641.0,33.21
2025-12-30 14:10:40,2073600,679520.0,32.77
2025-12-30 14:10:40,2073600,689854.0,33.27
2025-12-30 14:10:40,2073600,694740.5,33.5
2025-12-30 14:10:41,2073600,692650.5,33.4
2025-12-30 14:10:41,2073600,690598.5,33.3
2025-12-30 14:10:41,2073600,686165.5,33.09
2025-12-30 14:10:41,2073600,698444.5,33.68
2025-12-30 14:10:41,2073600,689579.0,33.26
2025-12-30 14:10:41,2073600,720750.5,34.76
2025-12-30 14:10:41,2073600,718384.5,34.64
2025-12-30 14:10:41,2073600,743486.0,35.85
2025-12-30 14:10:41,2073600,775658.5,37.41
2025-12-30 14:10:42,2073600,791172.5,38.15
2025-12-30 14:10:42,2073600,817229.5,39.41
2025-12-30 14:10:42,2073600,850544.0,41.02
2025-12-30 14:10:42,2073600,881547.5,42.51
2025-12-30 14:10:42,2073600,883927.5,42.63
2025-12-30 14:10:42,2073600,892134.0,43.02
2025-12-30 14:10:42,2073600,895693.5,43.2
2025-12-30 14:10:42,2073600,912085.5,43.99
2025-12-30 14:10:42,2073600,921036.0,44.42
2025-12-30 14:10:43,2073600,888232.5,42.84
2025-12-30 14:10:43,2073600,870201.5,41.97
2025-12-30 14:10:43,2073600,858798.5,41.42
2025-12-30 14:10:43,2073600,851396.5,41.06
2025-12-30 14:10:43,2073600,821791.0,39.63
2025-12-30 14:10:43,2073600,821153.0,39.6
2025-12-30 14:10:43,2073600,801535.5,38.65
2025-12-30 14:10:43,2073600,790841.0,38.14
2025-12-30 14:10:43,2073600,738915.5,35.63
2025-12-30 14:10:43,2073600,742474.5,35.81
2025-12-30 14:10:44,2073600,725429.0,34.98
2025-12-30 14:10:44,2073600,721122.0,34.78
2025-12-30 14:10:44,2073600,723624.5,34.9
2025-12-30 14:10:44,2073600,711591.0,34.32
2025-12-30 14:10:44,2073600,685952.5,33.08
2025-12-30 14:10:44,2073600,665436.5,32.09
2025-12-30 14:10:44,2073600,670626.5,32.34
2025-12-30 14:10:44,2073600,661759.5,31.91
2025-12-30 14:10:44,2073600,651713.5,31.43
2025-12-30 14:10:44,2073600,639415.0,30.84
2025-12-30 14:10:45,2073600,635223.5,30.63
2025-12-30 14:10:45,2073600,623342.0,30.06
2025-12-30 14:10:45,2073600,601807.0,29.02
2025-12-30 14:10:45,2073600,578270.5,27.89
2025-12-30 14:10:45,2073600,564386.0,27.22
2025-12-30 14:10:45,2073600,549542.5,26.5
2025-12-30 14:10:45,2073600,522458.0,25.2
2025-12-30 14:10:45,2073600,514029.5,24.79
2025-12-30 14:10:45,2073600,504152.0,24.31
2025-12-30 14:10:45,2073600,495818.0,23.91
2025-12-30 14:10:46,2073600,497143.5,23.97
2025-12-30 14:10:46,2073600,478160.0,23.06
2025-12-30 14:10:46,2073600,474482.5,22.88
2025-12-30 14:10:46,2073600,486845.5,23.48
2025-12-30 14:10:46,2073600,483841.5,23.33
2025-12-30 14:10:46,2073600,491325.5,23.69
2025-12-30 14:10:46,2073600,507912.0,24.49
2025-12-30 14:10:46,2073600,541483.0,26.11
2025-12-30 14:10:46,2073600,552941.0,26.67
2025-12-30 14:10:46,2073600,547655.5,26.41
2025-12-30 14:10:47,2073600,603071.5,29.08
2025-12-30 14:10:47,2073600,628571.0,30.31
2025-12-30 14:10:47,2073600,659200.0,31.79
2025-12-30 14:10:47,2073600,674217.0,32.51
2025-12-30 14:10:47,2073600,670298.0,32.33
2025-12-30 14:10:47,2073600,672313.5,32.42
2025-12-30 14:10:47,2073600,683701.5,32.97
2025-12-30 14:10:47,2073600,677575.0,32.68
2025-12-30 14:10:47,2073600,676286.5,32.61
2025-12-30 14:10:47,2073600,692744.0,33.41
2025-12-30 14:10:48,2073600,696966.0,33.61
2025-12-30 14:10:48,2073600,710104.0,34.24
2025-12-30 14:10:48,2073600,705150.0,34.01
2025-12-30 14:10:48,2073600,707727.5,34.13
2025-12-30 14:10:48,2073600,722703.5,34.85
2025-12-30 14:10:48,2073600,724584.5,34.94
2025-12-30 14:10:48,2073600,697858.5,33.65
2025-12-30 14:10:48,2073600,701671.5,33.84
2025-12-30 14:10:48,2073600,689247.5,33.24
2025-12-30 14:10:48,2073600,682869.5,32.93
2025-12-30 14:10:49,2073600,681817.5,32.88
2025-12-30 14:10:49,2073600,654198.5,31.55
2025-12-30 14:10:49,2073600,640630.5,30.89
2025-12-30 14:10:49,2073600,647759.0,31.24
2025-12-30 14:10:49,2073600,640975.0,30.91
2025-12-30 14:10:49,2073600,639308.0,30.83
2025-12-30 14:10:49,2073600,631286.0,30.44
2025-12-30 14:10:49,2073600,641457.0,30.93
2025-12-30 14:10:49,2073600,647532.5,31.23
2025-12-30 14:10:50,2073600,656591.0,31.66
2025-12-30 14:10:50,2073600,666120.0,32.12
2025-12-30 14:10:50,2073600,668953.5,32.26
2025-12-30 14:10:50,2073600,676084.0,32.6
2025-12-30 14:10:50,2073600,664590.0,32.05
2025-12-30 14:10:50,2073600,642322.0,30.98
2025-12-30 14:10:50,2073600,648237.5,31.26
2025-12-30 14:10:50,2073600,646555.5,31.18
2025-12-30 14:10:50,2073600,645574.5,31.13
2025-12-30 14:10:50,2073600,644580.5,31.09
2025-12-30 14:10:50,2073600,645615.0,31.13
2025-12-30 14:10:51,2073600,638524.0,30.79
2025-12-30 14:10:51,2073600,650119.5,31.35
2025-12-30 14:10:51,2073600,646710.5,31.19
2025-12-30 14:10:51,2073600,664572.5,32.05
2025-12-30 14:10:51,2073600,650952.5,31.39
2025-12-30 14:10:51,2073600,650437.5,31.37
2025-12-30 14:10:51,2073600,632449.0,30.5
